order_id,customer_id,product_id,order_date,category,original_price,discount_percent,final_price,campaign_id
7879,6767,1072,2024-07-20,Accessories,473.23,0,473.23,
7880,9648,445,2024-03-23,Beauty,353.94,25,265.45,9.0
7881,14114,1402,2025-04-01,Accessories,291.04,7,270.67,8.0
7882,12641,321,2024-07-16,Grocery,485.61,27,354.5,
7883,9786,655,2025-01-29,Electronics,5309.69,3,5150.4,
7884,5954,947,2025-03-24,Beauty,270.62,7,251.68,7.0
7885,12325,1566,2024-07-07,Beauty,693.09,0,693.09,
7886,11940,1427,2024-06-13,Grocery,188.69,16,158.5,
7887,99,319,2024-02-08,Accessories,1080.8,0,1080.8,
7888,3888,1578,2025-05-17,Fashion,293.48,0,293.48,3.0
7889,8823,295,2025-06-03,Grocery,254.11,0,254.11,
7890,10282,1274,2024-11-28,Electronics,3739.27,33,2505.31,
7891,11683,1107,2024-05-31,Home & Kitchen,742.48,15,631.11,
7892,12136,1113,2025-04-25,Grocery,92.31,3,89.54,
7893,1973,54,2024-10-12,Home & Kitchen,1439.4,17,1194.7,
7894,13938,1454,2025-03-23,Footwear,572.75,6,538.38,7.0
7895,12299,798,2025-08-10,Beauty,417.3,0,417.3,
7896,14164,1270,2024-06-16,Fashion,453.23,0,453.23,
7897,10622,1253,2025-04-16,Fashion,565.35,0,565.35,
7898,12824,616,2024-04-15,Fashion,575.41,5,546.64,
7899,5514,916,2024-07-11,Footwear,908.04,24,690.11,
7900,9512,227,2025-08-09,Fashion,362.76,19,293.84,
7901,9686,1673,2025-01-20,Grocery,302.04,33,202.37,
7902,12605,734,2025-01-11,Fashion,615.26,47,326.09,
7903,6933,1190,2024-08-01,Grocery,347.98,2,341.02,
7904,2522,461,2025-06-26,Electronics,4897.53,0,4897.53,12.0
7905,2796,1647,2025-02-20,Electronics,4794.61,0,4794.61,
7906,10807,2000,2025-01-19,Footwear,986.93,4,947.45,
7907,6644,1667,2024-04-17,Accessories,540.16,49,275.48,
7908,1153,1382,2025-01-16,Electronics,5619.59,0,5619.59,
7909,9423,140,2024-01-18,Grocery,96.49,0,96.49,
7910,1084,215,2025-06-01,Beauty,627.02,23,482.81,
7911,11371,4,2024-01-08,Fashion,512.5,29,363.88,
7912,11445,1396,2025-03-04,Electronics,3177.02,28,2287.45,
7913,2327,852,2025-01-30,Accessories,631.66,21,499.01,
7914,10826,5,2025-01-06,Electronics,2840.33,0,2840.33,
7915,14293,1250,2024-11-03,Accessories,363.73,0,363.73,
7916,2064,117,2024-04-25,Accessories,217.19,0,217.19,
7917,4535,49,2024-10-30,Electronics,3191.51,12,2808.53,
7918,7668,790,2024-01-11,Electronics,3604.16,18,2955.41,
7919,4184,1187,2024-11-09,Grocery,143.04,18,117.29,
7920,8625,617,2024-06-14,Accessories,769.67,15,654.22,
7921,2109,1762,2024-09-03,Home & Kitchen,635.27,3,616.21,
7922,7192,666,2025-06-27,Beauty,363.23,18,297.85,12.0
7923,7878,258,2025-06-28,Beauty,233.99,3,226.97,12.0
7924,10002,1237,2025-07-15,Fashion,976.04,0,976.04,
7925,14164,1433,2024-03-12,Fashion,528.07,17,438.3,
7926,5782,231,2024-09-02,Footwear,769.05,20,615.24,
7927,6509,1747,2025-05-10,Grocery,151.71,25,113.78,
7928,9939,1777,2025-02-28,Fashion,620.46,16,521.19,
7929,11773,565,2024-12-16,Electronics,3231.19,8,2972.69,
7930,2040,685,2024-02-09,Home & Kitchen,1072.4,19,868.64,
7931,13496,725,2024-09-07,Footwear,1471.75,18,1206.84,
7932,10302,894,2024-01-16,Home & Kitchen,1126.9,2,1104.36,
7933,5274,1828,2025-05-15,Accessories,496.7,0,496.7,3.0
7934,12191,1336,2025-06-06,Beauty,613.1,17,508.87,
7935,8130,9,2024-04-09,Footwear,1727.05,10,1554.35,
7936,6672,1946,2024-11-12,Electronics,1683.16,0,1683.16,
7937,7245,1913,2025-03-10,Beauty,650.37,0,650.37,
7938,12222,403,2024-06-11,Home & Kitchen,1038.36,20,830.69,
7939,7869,569,2024-10-11,Beauty,567.15,0,567.15,
7940,10359,444,2024-10-01,Home & Kitchen,1153.58,0,1153.58,10.0
7941,12115,51,2024-08-01,Home & Kitchen,1492.25,23,1149.03,
7942,6390,848,2025-02-25,Home & Kitchen,1495.23,5,1420.47,
7943,1869,514,2025-05-02,Grocery,337.42,23,259.81,
7944,13461,203,2024-07-18,Home & Kitchen,735.72,0,735.72,
7945,8617,511,2025-02-18,Home & Kitchen,1200.44,16,1008.37,4.0
7946,1725,370,2024-01-12,Electronics,3777.16,20,3021.73,
7947,7954,465,2024-02-27,Fashion,741.02,7,689.15,5.0
7948,862,1984,2024-01-03,Fashion,475.36,11,423.07,
7949,7073,1490,2024-01-03,Grocery,183.35,49,93.51,
7950,93,613,2024-07-01,Footwear,1298.25,17,1077.55,
7951,11973,830,2024-11-14,Electronics,1828.2,25,1371.15,
7952,809,295,2024-03-29,Electronics,5260.9,12,4629.59,9.0
7953,10096,143,2024-12-05,Footwear,1255.69,8,1155.23,
7954,2993,586,2025-03-24,Grocery,302.13,19,244.73,7.0
7955,11918,1578,2025-07-12,Accessories,165.0,4,158.4,
7956,1465,1348,2024-07-24,Grocery,217.53,5,206.65,
7957,14613,201,2024-06-02,Footwear,692.18,6,650.65,
7958,11701,1151,2024-02-17,Electronics,5236.99,48,2723.23,
7959,2545,1963,2025-05-05,Beauty,660.98,29,469.3,
7960,3879,1671,2025-07-28,Grocery,242.05,21,191.22,6.0
7961,7948,1873,2025-03-15,Home & Kitchen,759.33,18,622.65,7.0
7962,572,251,2024-03-19,Footwear,1910.57,12,1681.3,9.0
7963,147,26,2024-12-16,Grocery,92.18,7,85.73,
7964,5724,1713,2024-06-29,Grocery,201.96,0,201.96,
7965,14376,1276,2024-03-19,Beauty,1085.09,20,868.07,9.0
7966,7302,1211,2024-09-05,Accessories,653.64,3,634.03,
7967,3783,1829,2024-04-06,Footwear,1145.16,2,1122.26,
7968,14475,1333,2024-02-13,Footwear,693.62,22,541.02,
7969,768,1380,2025-01-13,Home & Kitchen,460.19,0,460.19,
7970,12846,56,2025-07-22,Electronics,1535.68,17,1274.61,6.0
7971,605,857,2025-07-13,Fashion,1633.24,7,1518.91,
7972,8949,274,2024-03-07,Electronics,8820.69,29,6262.69,
7973,1994,461,2024-09-19,Home & Kitchen,1589.34,45,874.14,10.0
7974,568,1845,2025-02-23,Fashion,349.01,0,349.01,
7975,7934,1094,2024-02-16,Electronics,4112.11,0,4112.11,
7976,10849,378,2025-03-30,Electronics,2399.19,10,2159.27,1.0
7977,8152,1029,2025-01-17,Fashion,967.19,0,967.19,
7978,13108,291,2025-04-06,Fashion,965.17,14,830.05,8.0
7979,2324,1821,2024-11-11,Footwear,453.16,8,416.91,
7980,4919,1077,2024-10-10,Electronics,856.24,0,856.24,
7981,8834,533,2024-09-21,Footwear,1031.72,5,980.13,2.0
7982,3143,668,2024-06-08,Fashion,339.72,13,295.56,
7983,966,1701,2025-02-07,Home & Kitchen,1459.63,0,1459.63,
7984,3408,1770,2024-08-18,Footwear,1367.34,11,1216.93,
7985,13198,1247,2024-07-29,Accessories,1305.93,24,992.51,
7986,5219,771,2024-06-27,Fashion,721.95,11,642.54,
7987,9792,1985,2024-05-06,Beauty,548.53,20,438.82,
7988,7051,1804,2024-06-01,Footwear,916.32,4,879.67,
7989,7972,900,2025-06-14,Fashion,867.44,24,659.25,
7990,13779,1589,2025-01-01,Fashion,530.8,28,382.18,
7991,1283,360,2024-02-09,Grocery,75.15,21,59.37,
7992,13853,1998,2025-05-10,Electronics,2051.98,6,1928.86,
7993,10731,1246,2024-08-01,Electronics,3296.32,9,2999.65,
7994,459,478,2025-01-17,Electronics,4774.81,0,4774.81,
7995,9798,953,2025-03-06,Electronics,2085.21,13,1814.13,
7996,12978,624,2024-10-19,Accessories,513.02,0,513.02,
7997,4482,489,2024-05-27,Electronics,4406.74,19,3569.46,
7998,1169,1478,2024-11-21,Beauty,962.98,8,885.94,
7999,6976,1203,2025-04-23,Electronics,2761.87,9,2513.3,
8000,13488,249,2024-06-16,Beauty,359.02,15,305.17,
8001,13881,302,2024-07-13,Grocery,189.43,0,189.43,
8002,6522,1440,2024-02-14,Home & Kitchen,1351.27,11,1202.63,
8003,303,89,2025-04-14,Fashion,504.27,11,448.8,8.0
8004,14650,1250,2025-02-10,Grocery,85.13,1,84.28,
8005,12555,285,2025-08-03,Beauty,238.61,28,171.8,
8006,14731,643,2024-11-10,Grocery,491.13,0,491.13,
8007,7158,192,2025-03-10,Electronics,15692.47,42,9101.63,
8008,3214,599,2024-09-26,Accessories,1807.8,23,1392.01,10.0
8009,11626,1667,2024-01-05,Footwear,872.54,29,619.5,
8010,8776,588,2024-03-14,Accessories,602.88,0,602.88,
8011,8595,1904,2024-08-24,Electronics,4669.41,20,3735.53,
8012,5075,1227,2024-09-02,Footwear,813.17,14,699.33,
8013,4930,1556,2024-11-06,Grocery,185.82,0,185.82,
8014,7036,563,2024-03-11,Electronics,1227.29,9,1116.83,
8015,3288,1913,2024-01-13,Electronics,4303.45,0,4303.45,
8016,12115,1178,2025-01-09,Footwear,1192.65,5,1133.02,
8017,10337,462,2024-07-14,Electronics,3840.53,7,3571.69,
8018,1306,1338,2025-03-14,Fashion,603.21,8,554.95,7.0
8019,4842,1872,2025-03-21,Footwear,799.31,18,655.43,7.0
8020,3730,1089,2024-02-17,Beauty,591.91,7,550.48,
8021,9939,59,2024-06-01,Beauty,740.29,22,577.43,
8022,4682,82,2025-05-16,Electronics,4913.29,1,4864.16,3.0
8023,13652,1209,2024-05-14,Footwear,1284.49,21,1014.75,
8024,11181,1815,2025-02-07,Fashion,435.03,0,435.03,
8025,1537,904,2024-05-04,Accessories,431.95,0,431.95,
8026,5268,371,2025-02-20,Accessories,345.1,0,345.1,
8027,2944,532,2024-07-27,Grocery,229.64,28,165.34,
8028,9120,47,2025-03-16,Fashion,582.63,25,436.97,7.0
8029,11662,1011,2024-08-03,Electronics,6947.73,12,6114.0,11.0
8030,11709,363,2024-06-09,Beauty,616.69,0,616.69,
8031,903,68,2024-08-12,Footwear,629.4,0,629.4,11.0
8032,4727,214,2025-01-16,Electronics,7777.27,24,5910.73,
8033,8234,1991,2025-07-25,Footwear,805.58,18,660.58,6.0
8034,1902,1184,2025-07-19,Footwear,1104.4,17,916.65,6.0
8035,8317,877,2025-03-05,Fashion,1179.24,19,955.18,
8036,10463,1127,2025-05-24,Fashion,663.8,2,650.52,3.0
8037,1750,1334,2024-04-13,Home & Kitchen,1308.44,3,1269.19,
8038,1661,1888,2024-07-07,Home & Kitchen,2709.65,46,1463.21,
8039,7159,1685,2025-03-04,Home & Kitchen,1196.34,25,897.25,
8040,2402,1308,2024-10-21,Grocery,355.23,0,355.23,
8041,9314,1613,2024-07-08,Fashion,420.34,33,281.63,
8042,4085,1390,2025-07-03,Beauty,662.02,2,648.78,12.0
8043,2722,1253,2025-05-07,Footwear,1640.41,12,1443.56,
8044,4984,1047,2024-09-30,Accessories,132.52,0,132.52,10.0
8045,9788,48,2025-05-12,Accessories,741.99,17,615.85,3.0
8046,47,570,2024-09-05,Fashion,795.04,5,755.29,
8047,10345,288,2025-08-14,Home & Kitchen,1640.85,17,1361.91,
8048,4453,687,2025-02-24,Footwear,803.6,13,699.13,
8049,225,1772,2024-04-04,Accessories,582.38,6,547.44,
8050,9342,1446,2024-06-22,Electronics,8811.89,47,4670.3,
8051,7399,392,2024-05-17,Footwear,1747.3,17,1450.26,
8052,3515,610,2024-09-28,Footwear,1207.47,0,1207.47,10.0
8053,12262,758,2025-05-08,Electronics,4322.52,0,4322.52,
8054,9184,1345,2025-03-07,Electronics,3006.97,19,2435.65,
8055,6297,1522,2024-07-07,Electronics,6772.5,0,6772.5,
8056,7467,463,2025-08-07,Beauty,563.91,49,287.59,
8057,13238,674,2024-10-10,Grocery,172.46,9,156.94,
8058,11765,366,2024-03-06,Electronics,6534.72,19,5293.12,
8059,4092,478,2025-06-30,Fashion,564.47,1,558.83,12.0
8060,8398,40,2024-09-04,Beauty,682.65,17,566.6,
8061,8221,1512,2024-05-03,Beauty,658.37,28,474.03,
8062,4879,681,2024-01-10,Fashion,744.63,15,632.94,
8063,9083,1702,2024-08-13,Grocery,171.11,21,135.18,11.0
8064,14564,1209,2024-01-02,Grocery,370.88,0,370.88,
8065,3827,1137,2025-03-27,Beauty,698.05,0,698.05,7.0
8066,8791,1703,2024-09-30,Fashion,473.91,0,473.91,10.0
8067,707,1693,2025-04-22,Accessories,641.19,7,596.31,
8068,4064,964,2025-06-02,Footwear,1012.22,0,1012.22,
8069,14885,1923,2024-01-24,Footwear,2271.01,37,1430.74,
8070,10740,344,2024-02-05,Accessories,473.7,9,431.07,
8071,7362,1489,2025-04-21,Home & Kitchen,2294.46,24,1743.79,
8072,9660,604,2024-05-06,Home & Kitchen,2428.93,19,1967.43,
8073,5790,1366,2025-05-22,Footwear,2173.28,11,1934.22,3.0
8074,11776,1103,2025-06-19,Home & Kitchen,1443.68,15,1227.13,
8075,14258,183,2024-11-28,Beauty,1062.94,0,1062.94,
8076,12131,952,2024-01-20,Grocery,107.76,0,107.76,
8077,5499,513,2024-02-04,Electronics,7659.67,0,7659.67,
8078,783,619,2025-02-21,Footwear,380.21,6,357.4,
8079,14639,1299,2024-11-13,Accessories,345.27,0,345.27,
8080,8565,21,2025-06-07,Footwear,588.26,0,588.26,
8081,8342,1490,2024-04-15,Beauty,511.49,25,383.62,
8082,1759,129,2024-12-17,Footwear,1860.11,12,1636.9,
8083,7901,306,2024-02-25,Home & Kitchen,550.92,7,512.36,5.0
8084,1152,420,2024-06-30,Footwear,727.48,14,625.63,
8085,5880,1548,2025-07-13,Fashion,596.46,41,351.91,
8086,13124,1332,2025-04-04,Footwear,904.27,0,904.27,8.0
8087,5125,595,2025-08-15,Fashion,857.34,24,651.58,
8088,7049,1534,2025-03-12,Footwear,1504.67,20,1203.74,
8089,11607,1835,2024-07-23,Footwear,1891.46,11,1683.4,
8090,10345,1137,2024-07-02,Grocery,68.74,21,54.3,
8091,12069,181,2025-06-22,Grocery,640.59,2,627.78,
8092,7298,1087,2024-06-16,Grocery,167.8,40,100.68,
8093,11375,1102,2024-11-14,Accessories,1753.33,25,1315.0,
8094,2333,141,2025-01-21,Accessories,725.89,12,638.78,
8095,9569,1962,2025-02-20,Accessories,344.09,17,285.59,
8096,12200,1030,2025-03-10,Grocery,378.02,3,366.68,
8097,8037,1681,2025-04-08,Fashion,872.15,25,654.11,8.0
8098,13918,1298,2025-02-12,Beauty,351.99,12,309.75,4.0
8099,8634,180,2025-02-10,Home & Kitchen,1027.87,4,986.76,
8100,10232,1000,2024-11-14,Beauty,234.48,9,213.38,
8101,3486,966,2024-03-16,Grocery,83.13,13,72.32,9.0
8102,5295,445,2024-02-12,Fashion,1383.14,15,1175.67,
8103,9044,1977,2025-07-31,Beauty,775.41,11,690.11,6.0
8104,14064,151,2025-02-20,Grocery,313.24,2,306.98,
8105,7213,537,2024-03-11,Electronics,2208.6,9,2009.83,
8106,933,1108,2024-10-09,Electronics,2915.76,19,2361.77,
8107,13007,602,2024-01-04,Fashion,534.82,25,401.12,
8108,8595,956,2024-08-12,Home & Kitchen,2080.62,2,2039.01,11.0
8109,9900,1097,2025-06-25,Electronics,4580.12,27,3343.49,12.0
8110,6626,1916,2025-07-19,Accessories,342.29,21,270.41,6.0
8111,8467,520,2024-03-03,Fashion,871.2,2,853.78,5.0
8112,11500,1665,2024-11-19,Grocery,170.38,21,134.6,
8113,10519,181,2024-06-25,Home & Kitchen,828.94,0,828.94,
8114,2854,170,2024-05-12,Home & Kitchen,729.88,38,452.53,
8115,13717,1159,2024-12-05,Beauty,603.76,7,561.5,
8116,1893,1417,2025-04-18,Accessories,999.8,0,999.8,
8117,13253,695,2025-07-13,Fashion,973.51,0,973.51,
8118,14231,926,2025-05-23,Home & Kitchen,693.0,0,693.0,3.0
8119,5738,582,2024-11-18,Accessories,394.61,24,299.9,
8120,8119,459,2025-03-05,Fashion,1280.91,2,1255.29,
8121,374,232,2025-01-02,Beauty,345.04,0,345.04,
8122,4337,399,2024-06-16,Electronics,2614.91,31,1804.29,
8123,11275,1676,2024-02-08,Grocery,255.94,4,245.7,
8124,8558,1505,2025-06-19,Grocery,217.38,0,217.38,
8125,4833,1342,2025-04-09,Fashion,637.92,2,625.16,8.0
8126,832,1374,2024-12-08,Home & Kitchen,446.21,0,446.21,
8127,8448,1057,2024-12-19,Beauty,234.54,14,201.7,
8128,2115,370,2025-01-21,Footwear,1278.12,25,958.59,
8129,8351,69,2024-04-28,Electronics,2779.92,24,2112.74,
8130,297,1785,2024-05-17,Electronics,6976.71,15,5930.2,
8131,13040,212,2025-02-05,Home & Kitchen,1590.65,10,1431.59,
8132,3801,1222,2024-05-09,Grocery,384.13,0,384.13,
8133,8833,1600,2025-04-05,Home & Kitchen,746.5,21,589.74,1.0
8134,2612,1944,2024-12-20,Beauty,250.84,24,190.64,
8135,12479,1671,2024-05-08,Accessories,1267.69,0,1267.69,
8136,6619,970,2024-02-29,Fashion,493.81,0,493.81,5.0
8137,10022,152,2024-04-03,Footwear,691.03,25,518.27,
8138,13629,1292,2024-07-22,Accessories,956.73,11,851.49,
8139,13828,1713,2024-11-02,Home & Kitchen,2590.28,39,1580.07,
8140,1481,1664,2024-04-20,Grocery,223.96,0,223.96,
8141,13855,1537,2025-05-27,Fashion,521.32,9,474.4,
8142,6475,263,2025-06-04,Fashion,1890.72,14,1626.02,
8143,3365,844,2024-11-03,Beauty,727.2,28,523.58,
8144,12286,813,2024-11-24,Home & Kitchen,675.54,0,675.54,
8145,11060,255,2025-01-02,Fashion,501.51,0,501.51,
8146,538,872,2024-04-04,Fashion,1060.24,8,975.42,
8147,1813,237,2025-02-11,Electronics,1867.61,29,1326.0,4.0
8148,13430,1295,2025-01-14,Home & Kitchen,1582.3,3,1534.83,
8149,3862,205,2025-07-15,Beauty,890.15,0,890.15,
8150,7085,1116,2024-08-19,Footwear,1030.24,8,947.82,
8151,8430,1291,2025-02-07,Beauty,814.38,2,798.09,
8152,14513,1717,2025-07-19,Home & Kitchen,850.2,20,680.16,6.0
8153,10911,1146,2025-01-14,Accessories,619.25,27,452.05,
8154,10338,133,2024-01-12,Beauty,343.93,24,261.39,
8155,12606,1752,2024-10-11,Electronics,9042.75,0,9042.75,
8156,11982,568,2024-06-26,Home & Kitchen,881.36,15,749.16,
8157,2127,119,2025-07-27,Home & Kitchen,1368.39,19,1108.4,6.0
8158,7124,1482,2024-01-14,Footwear,1786.88,1,1769.01,
8159,6327,1990,2025-05-10,Electronics,2944.93,0,2944.93,
8160,11532,955,2025-08-12,Footwear,1130.76,7,1051.61,
8161,6661,1123,2024-10-17,Home & Kitchen,1760.78,13,1531.88,
8162,12921,458,2024-07-27,Footwear,1275.58,19,1033.22,
8163,5528,16,2024-05-27,Grocery,238.72,21,188.59,
8164,8121,57,2025-01-16,Home & Kitchen,391.22,0,391.22,
8165,5451,1597,2024-02-16,Home & Kitchen,3252.95,9,2960.18,
8166,5765,623,2024-01-31,Fashion,591.49,3,573.75,
8167,7881,109,2024-08-14,Grocery,213.01,8,195.97,11.0
8168,6885,1158,2025-01-20,Home & Kitchen,1531.98,0,1531.98,
8169,8876,289,2025-05-25,Grocery,332.11,4,318.83,3.0
8170,3920,58,2024-04-17,Beauty,410.11,25,307.58,
8171,13612,1990,2024-01-03,Beauty,217.08,21,171.49,
8172,4240,148,2024-08-16,Home & Kitchen,2052.74,13,1785.88,11.0
8173,5468,1275,2025-02-23,Grocery,242.81,3,235.53,
8174,10796,719,2024-11-27,Grocery,138.33,23,106.51,
8175,80,1163,2024-07-04,Footwear,674.94,18,553.45,
8176,3989,41,2024-04-22,Beauty,1084.63,13,943.63,
8177,10400,1343,2025-07-18,Electronics,4027.81,0,4027.81,6.0
8178,1396,106,2025-04-17,Grocery,77.34,0,77.34,
8179,2573,619,2024-09-20,Beauty,791.21,15,672.53,2.0
8180,3110,1735,2024-05-23,Fashion,784.79,14,674.92,
8181,1458,1334,2024-02-03,Footwear,662.63,14,569.86,
8182,6604,282,2024-03-23,Beauty,828.7,26,613.24,9.0
8183,13786,802,2024-04-02,Accessories,245.19,0,245.19,
8184,6129,1979,2024-04-28,Footwear,1691.31,7,1572.92,
8185,14684,11,2024-02-15,Beauty,517.5,19,419.18,
8186,5596,1559,2024-04-04,Footwear,1307.93,22,1020.19,
8187,7844,1807,2025-07-12,Electronics,2043.9,24,1553.36,
8188,7985,404,2024-09-27,Footwear,672.49,14,578.34,10.0
8189,5786,862,2024-07-03,Grocery,547.79,11,487.53,
8190,8798,607,2025-03-05,Fashion,1084.52,2,1062.83,
8191,12913,1974,2024-08-01,Home & Kitchen,777.81,1,770.03,
8192,12231,446,2025-07-15,Footwear,1722.37,12,1515.69,
8193,28,1316,2025-02-08,Footwear,509.09,46,274.91,
8194,8004,1557,2024-04-27,Footwear,544.91,2,534.01,
8195,6730,1938,2024-09-04,Home & Kitchen,938.28,6,881.98,
8196,9618,1229,2024-11-03,Home & Kitchen,2689.24,0,2689.24,
8197,398,1304,2024-02-26,Accessories,549.75,44,307.86,5.0
8198,8705,358,2024-04-07,Grocery,421.54,19,341.45,
8199,9990,698,2025-05-25,Beauty,484.31,14,416.51,3.0
8200,11387,1335,2024-09-18,Fashion,312.35,0,312.35,10.0
8201,4372,1166,2025-03-08,Fashion,1060.55,9,965.1,
8202,13969,317,2024-06-23,Electronics,1499.77,3,1454.78,
8203,11613,1727,2024-01-17,Beauty,806.2,0,806.2,
8204,10552,1525,2025-05-23,Accessories,406.58,17,337.46,3.0
8205,2316,875,2025-05-05,Footwear,1512.98,26,1119.61,
8206,9521,1595,2024-09-18,Electronics,4054.93,0,4054.93,2.0
8207,4822,492,2025-04-16,Accessories,1798.35,11,1600.53,
8208,13600,263,2024-01-03,Electronics,2871.49,0,2871.49,
8209,7471,388,2024-05-21,Electronics,10969.04,21,8665.54,
8210,532,1910,2025-02-12,Beauty,2013.12,0,2013.12,4.0
8211,14100,720,2025-02-18,Beauty,488.95,45,268.92,4.0
8212,13216,1175,2024-03-17,Grocery,127.08,13,110.56,9.0
8213,8851,308,2024-03-17,Electronics,5270.55,18,4321.85,9.0
8214,601,1270,2024-05-03,Beauty,473.47,0,473.47,
8215,14090,183,2025-03-25,Electronics,3291.0,0,3291.0,7.0
8216,10581,540,2025-02-10,Beauty,435.95,0,435.95,
8217,6243,361,2025-08-12,Accessories,439.92,11,391.53,
8218,5598,306,2024-02-23,Footwear,932.72,0,932.72,
8219,632,1903,2025-02-10,Grocery,61.07,0,61.07,
8220,11070,1449,2025-04-17,Accessories,1381.2,0,1381.2,
8221,13979,1139,2024-03-10,Footwear,787.79,39,480.55,
8222,12925,1525,2025-08-04,Accessories,267.52,0,267.52,
8223,2085,144,2024-12-11,Accessories,246.99,2,242.05,
8224,741,267,2025-01-29,Footwear,714.59,38,443.05,
8225,9314,924,2025-07-28,Electronics,2152.61,10,1937.35,6.0
8226,12857,1368,2024-05-05,Grocery,474.51,0,474.51,
8227,1894,1813,2024-08-14,Electronics,2027.15,0,2027.15,11.0
8228,4902,1169,2024-04-18,Accessories,1123.83,6,1056.4,
8229,12432,209,2025-01-12,Home & Kitchen,1452.13,6,1365.0,
8230,7922,49,2025-03-23,Accessories,980.42,3,951.01,7.0
8231,6110,1172,2024-04-25,Accessories,388.61,31,268.14,
8232,1898,1553,2024-03-20,Fashion,717.28,41,423.2,9.0
8233,170,1467,2025-06-06,Grocery,105.62,6,99.28,
8234,12048,708,2024-05-13,Footwear,1910.88,11,1700.68,
8235,14109,1501,2024-12-30,Beauty,713.53,0,713.53,
8236,2731,813,2025-02-14,Home & Kitchen,2931.26,26,2169.13,4.0
8237,2510,1401,2024-11-21,Accessories,344.65,9,313.63,
8238,31,952,2024-01-12,Electronics,2297.37,0,2297.37,
8239,4385,1286,2025-07-12,Accessories,577.33,27,421.45,
8240,2566,1183,2024-11-03,Beauty,750.76,9,683.19,
8241,12800,1336,2025-08-12,Footwear,558.09,16,468.8,
8242,12055,161,2024-05-24,Home & Kitchen,1344.69,0,1344.69,
8243,9790,54,2024-07-28,Footwear,773.26,7,719.13,
8244,13123,1142,2024-12-27,Home & Kitchen,1639.97,27,1197.18,
8245,7926,1465,2025-04-02,Beauty,459.76,1,455.16,8.0
8246,14053,1245,2024-01-22,Home & Kitchen,1121.03,4,1076.19,
8247,2155,1521,2024-07-08,Grocery,113.19,19,91.68,
8248,4148,1215,2025-07-18,Fashion,651.13,0,651.13,6.0
8249,7766,1514,2025-01-20,Electronics,5646.75,0,5646.75,
8250,6049,1579,2024-01-28,Electronics,2079.52,0,2079.52,
8251,3828,319,2025-02-10,Footwear,1465.3,0,1465.3,
8252,11745,108,2025-08-01,Footwear,550.29,14,473.25,6.0
8253,1721,203,2024-02-05,Grocery,348.23,37,219.38,
8254,11774,622,2024-06-16,Accessories,513.92,0,513.92,
8255,7476,1080,2024-06-04,Accessories,321.65,17,266.97,
8256,13127,143,2024-05-22,Beauty,385.3,17,319.8,
8257,11586,344,2025-07-29,Accessories,655.89,25,491.92,6.0
8258,7132,1767,2024-06-02,Footwear,2018.96,13,1756.5,
8259,2345,844,2025-02-04,Home & Kitchen,2288.65,2,2242.88,
8260,3659,302,2024-11-01,Home & Kitchen,904.67,19,732.78,
8261,9743,828,2024-10-17,Beauty,280.09,0,280.09,
8262,3073,913,2024-10-08,Grocery,143.6,9,130.68,
8263,804,557,2025-04-19,Fashion,1666.19,16,1399.6,
8264,3665,1067,2024-06-13,Home & Kitchen,1640.53,14,1410.86,
8265,10729,1640,2025-05-06,Grocery,212.18,0,212.18,
8266,9671,973,2024-09-02,Accessories,1571.5,0,1571.5,
8267,5402,1705,2024-03-24,Electronics,12433.47,0,12433.47,9.0
8268,10290,645,2024-11-10,Footwear,2183.1,0,2183.1,
8269,567,1486,2024-11-06,Fashion,603.13,30,422.19,
8270,10373,1193,2024-07-06,Beauty,587.32,0,587.32,
8271,106,956,2024-12-06,Grocery,160.41,12,141.16,
8272,7108,1005,2025-06-06,Beauty,604.98,18,496.08,
8273,12141,580,2024-10-29,Beauty,701.11,6,659.04,
8274,12800,737,2024-10-12,Grocery,121.95,2,119.51,
8275,5902,981,2024-09-23,Beauty,594.26,17,493.24,10.0
8276,8506,323,2024-10-04,Fashion,2420.77,12,2130.28,10.0
8277,1675,673,2024-04-03,Footwear,790.76,3,767.04,
8278,363,577,2025-07-13,Beauty,1156.77,9,1052.66,
8279,5709,547,2024-03-19,Accessories,926.5,18,759.73,9.0
8280,7134,512,2024-08-23,Fashion,899.44,10,809.5,
8281,1016,1853,2025-06-25,Fashion,1022.21,9,930.21,12.0
8282,3664,915,2024-12-08,Accessories,755.4,11,672.31,
8283,12150,1811,2025-03-01,Grocery,142.62,23,109.82,
8284,2617,917,2024-05-14,Fashion,408.66,12,359.62,
8285,10584,850,2024-04-02,Accessories,609.55,18,499.83,
8286,4062,828,2024-06-22,Accessories,752.35,3,729.78,
8287,12639,563,2025-05-17,Grocery,331.43,0,331.43,3.0
8288,3907,147,2025-02-21,Grocery,280.46,8,258.02,
8289,10960,742,2024-07-06,Grocery,258.69,4,248.34,
8290,4310,231,2024-03-31,Fashion,275.3,0,275.3,
8291,10931,930,2024-07-15,Electronics,6318.26,44,3538.23,
8292,12569,654,2024-11-19,Beauty,665.74,6,625.8,
8293,8673,1608,2025-01-14,Electronics,1464.51,35,951.93,
8294,3337,1721,2025-01-20,Fashion,803.31,8,739.05,
8295,3149,873,2024-01-07,Electronics,1934.75,41,1141.5,
8296,4834,380,2025-08-09,Footwear,991.95,16,833.24,
8297,13342,447,2024-02-24,Electronics,7489.8,13,6516.13,5.0
