campaign_id,campaign_type,discount_bracket,impressions,conversions,start_date,end_date
3,New User,11-20%,1236,14,2025-05-12,2025-05-25
9,Referral,0%,3756,28,2024-03-15,2024-03-29
12,Flash Sale,21-30%,1306,38,2025-06-25,2025-07-04
9,Referral,31-50%,4462,76,2024-03-15,2024-03-29
8,Festival,0%,621,3,2025-03-28,2025-04-14
1,Clearance,31-50%,568,13,2025-03-28,2025-04-05
8,Festival,1-10%,3277,45,2025-03-28,2025-04-14
1,Clearance,11-20%,4389,88,2025-03-28,2025-04-05
1,Clearance,31-50%,70,1,2025-03-28,2025-04-05
2,Referral,11-20%,1294,22,2024-09-10,2024-09-26
1,Clearance,31-50%,2456,48,2025-03-28,2025-04-05
2,Referral,0%,620,4,2024-09-10,2024-09-26
11,Payday,21-30%,4033,96,2024-08-02,2024-08-16
5,Festival,0%,3069,38,2024-02-24,2024-03-05
10,Flash Sale,0%,223,0,2024-09-15,2024-10-04
12,Flash Sale,1-10%,4493,76,2025-06-25,2025-07-04
12,Flash Sale,0%,698,8,2025-06-25,2025-07-04
1,Clearance,1-10%,1503,27,2025-03-28,2025-04-05
4,New User,11-20%,2848,49,2025-02-11,2025-02-19
3,New User,1-10%,4628,75,2025-05-12,2025-05-25
4,New User,11-20%,1001,19,2025-02-11,2025-02-19
4,New User,21-30%,1427,37,2025-02-11,2025-02-19
6,Category Push,11-20%,1917,38,2025-07-18,2025-08-01
6,Category Push,1-10%,2923,59,2025-07-18,2025-08-01
6,Category Push,1-10%,889,11,2025-07-18,2025-08-01
5,Festival,21-30%,527,10,2024-02-24,2024-03-05
1,Clearance,1-10%,4867,53,2025-03-28,2025-04-05
8,Festival,1-10%,2101,42,2025-03-28,2025-04-14
9,Referral,0%,1700,17,2024-03-15,2024-03-29
2,Referral,1-10%,1890,29,2024-09-10,2024-09-26
6,Category Push,1-10%,4390,71,2025-07-18,2025-08-01
3,New User,0%,1038,6,2025-05-12,2025-05-25
6,Category Push,11-20%,443,14,2025-07-18,2025-08-01
6,Category Push,0%,3725,53,2025-07-18,2025-08-01
11,Payday,21-30%,1382,40,2024-08-02,2024-08-16
9,Referral,1-10%,3652,44,2024-03-15,2024-03-29
7,Payday,1-10%,742,14,2025-03-13,2025-03-31
8,Festival,0%,3026,31,2025-03-28,2025-04-14
5,Festival,0%,4193,54,2024-02-24,2024-03-05
1,Clearance,31-50%,4712,103,2025-03-28,2025-04-05
6,Category Push,0%,4987,46,2025-07-18,2025-08-01
7,Payday,21-30%,2085,32,2025-03-13,2025-03-31
9,Referral,0%,1956,21,2024-03-15,2024-03-29
2,Referral,31-50%,4944,145,2024-09-10,2024-09-26
7,Payday,21-30%,1107,16,2025-03-13,2025-03-31
2,Referral,0%,4414,44,2024-09-10,2024-09-26
10,Flash Sale,11-20%,262,5,2024-09-15,2024-10-04
12,Flash Sale,21-30%,4091,68,2025-06-25,2025-07-04
4,New User,11-20%,4334,89,2025-02-11,2025-02-19
12,Flash Sale,1-10%,1389,23,2025-06-25,2025-07-04
10,Flash Sale,1-10%,1639,24,2024-09-15,2024-10-04
10,Flash Sale,0%,3362,42,2024-09-15,2024-10-04
11,Payday,21-30%,4688,128,2024-08-02,2024-08-16
12,Flash Sale,21-30%,1717,45,2025-06-25,2025-07-04
11,Payday,11-20%,2034,44,2024-08-02,2024-08-16
2,Referral,11-20%,2760,68,2024-09-10,2024-09-26
2,Referral,21-30%,4222,114,2024-09-10,2024-09-26
8,Festival,11-20%,949,26,2025-03-28,2025-04-14
6,Category Push,0%,3669,28,2025-07-18,2025-08-01
12,Flash Sale,11-20%,3631,68,2025-06-25,2025-07-04
11,Payday,11-20%,3868,72,2024-08-02,2024-08-16
11,Payday,0%,2126,22,2024-08-02,2024-08-16
1,Clearance,11-20%,2689,45,2025-03-28,2025-04-05
5,Festival,11-20%,2727,64,2024-02-24,2024-03-05
1,Clearance,0%,1380,10,2025-03-28,2025-04-05
11,Payday,0%,1663,22,2024-08-02,2024-08-16
6,Category Push,21-30%,873,34,2025-07-18,2025-08-01
4,New User,0%,4657,45,2025-02-11,2025-02-19
8,Festival,21-30%,532,12,2025-03-28,2025-04-14
5,Festival,1-10%,3463,40,2024-02-24,2024-03-05
4,New User,21-30%,1756,40,2025-02-11,2025-02-19
12,Flash Sale,11-20%,275,5,2025-06-25,2025-07-04
7,Payday,1-10%,858,16,2025-03-13,2025-03-31
6,Category Push,0%,3220,24,2025-07-18,2025-08-01
10,Flash Sale,11-20%,4988,112,2024-09-15,2024-10-04
9,Referral,21-30%,2819,55,2024-03-15,2024-03-29
8,Festival,21-30%,1861,35,2025-03-28,2025-04-14
3,New User,21-30%,4006,89,2025-05-12,2025-05-25
12,Flash Sale,1-10%,1339,18,2025-06-25,2025-07-04
6,Category Push,1-10%,3920,62,2025-07-18,2025-08-01
7,Payday,0%,3167,31,2025-03-13,2025-03-31
7,Payday,21-30%,3474,97,2025-03-13,2025-03-31
12,Flash Sale,1-10%,1827,21,2025-06-25,2025-07-04
10,Flash Sale,0%,2883,25,2024-09-15,2024-10-04
5,Festival,0%,255,2,2024-02-24,2024-03-05
11,Payday,11-20%,162,3,2024-08-02,2024-08-16
3,New User,11-20%,1196,24,2025-05-12,2025-05-25
9,Referral,1-10%,4226,56,2024-03-15,2024-03-29
9,Referral,11-20%,4483,88,2024-03-15,2024-03-29
12,Flash Sale,1-10%,188,0,2025-06-25,2025-07-04
11,Payday,1-10%,1601,31,2024-08-02,2024-08-16
6,Category Push,21-30%,484,9,2025-07-18,2025-08-01
11,Payday,0%,186,1,2024-08-02,2024-08-16
9,Referral,1-10%,2482,40,2024-03-15,2024-03-29
6,Category Push,0%,1329,9,2025-07-18,2025-08-01
10,Flash Sale,1-10%,4430,68,2024-09-15,2024-10-04
1,Clearance,1-10%,4645,77,2025-03-28,2025-04-05
9,Referral,0%,1430,15,2024-03-15,2024-03-29
8,Festival,21-30%,3439,75,2025-03-28,2025-04-14
8,Festival,11-20%,1759,33,2025-03-28,2025-04-14
7,Payday,0%,1271,8,2025-03-13,2025-03-31
3,New User,0%,487,2,2025-05-12,2025-05-25
5,Festival,1-10%,2942,55,2024-02-24,2024-03-05
2,Referral,11-20%,321,4,2024-09-10,2024-09-26
6,Category Push,11-20%,3422,93,2025-07-18,2025-08-01
1,Clearance,0%,3861,45,2025-03-28,2025-04-05
11,Payday,11-20%,3081,67,2024-08-02,2024-08-16
7,Payday,11-20%,1137,27,2025-03-13,2025-03-31
6,Category Push,1-10%,3737,60,2025-07-18,2025-08-01
3,New User,1-10%,2064,32,2025-05-12,2025-05-25
1,Clearance,0%,1342,9,2025-03-28,2025-04-05
8,Festival,11-20%,3356,88,2025-03-28,2025-04-14
4,New User,1-10%,4855,76,2025-02-11,2025-02-19
9,Referral,11-20%,2136,36,2024-03-15,2024-03-29
6,Category Push,11-20%,588,12,2025-07-18,2025-08-01
3,New User,11-20%,1440,29,2025-05-12,2025-05-25
10,Flash Sale,0%,1388,12,2024-09-15,2024-10-04
1,Clearance,1-10%,4633,73,2025-03-28,2025-04-05
7,Payday,21-30%,140,5,2025-03-13,2025-03-31
7,Payday,1-10%,1561,21,2025-03-13,2025-03-31
11,Payday,1-10%,3532,57,2024-08-02,2024-08-16
8,Festival,11-20%,1844,44,2025-03-28,2025-04-14
2,Referral,1-10%,933,10,2024-09-10,2024-09-26
6,Category Push,1-10%,1495,18,2025-07-18,2025-08-01
7,Payday,1-10%,3462,63,2025-03-13,2025-03-31
3,New User,1-10%,722,7,2025-05-12,2025-05-25
10,Flash Sale,0%,1329,14,2024-09-15,2024-10-04
12,Flash Sale,11-20%,456,4,2025-06-25,2025-07-04
10,Flash Sale,0%,1461,4,2024-09-15,2024-10-04
1,Clearance,1-10%,3629,55,2025-03-28,2025-04-05
7,Payday,21-30%,3579,87,2025-03-13,2025-03-31
8,Festival,11-20%,744,19,2025-03-28,2025-04-14
5,Festival,21-30%,3024,62,2024-02-24,2024-03-05
9,Referral,1-10%,1804,20,2024-03-15,2024-03-29
11,Payday,1-10%,4282,41,2024-08-02,2024-08-16
12,Flash Sale,1-10%,3435,44,2025-06-25,2025-07-04
1,Clearance,0%,2530,23,2025-03-28,2025-04-05
9,Referral,11-20%,4737,122,2024-03-15,2024-03-29
6,Category Push,0%,199,2,2025-07-18,2025-08-01
2,Referral,11-20%,736,12,2024-09-10,2024-09-26
11,Payday,1-10%,2294,32,2024-08-02,2024-08-16
9,Referral,1-10%,3671,51,2024-03-15,2024-03-29
3,New User,21-30%,341,9,2025-05-12,2025-05-25
8,Festival,21-30%,3428,65,2025-03-28,2025-04-14
10,Flash Sale,31-50%,4736,126,2024-09-15,2024-10-04
12,Flash Sale,21-30%,3918,65,2025-06-25,2025-07-04
1,Clearance,1-10%,1703,18,2025-03-28,2025-04-05
4,New User,1-10%,1056,9,2025-02-11,2025-02-19
2,Referral,0%,1222,22,2024-09-10,2024-09-26
6,Category Push,0%,3807,27,2025-07-18,2025-08-01
6,Category Push,1-10%,1395,14,2025-07-18,2025-08-01
4,New User,11-20%,664,11,2025-02-11,2025-02-19
2,Referral,21-30%,1699,43,2024-09-10,2024-09-26
9,Referral,0%,3593,40,2024-03-15,2024-03-29
1,Clearance,1-10%,2186,28,2025-03-28,2025-04-05
4,New User,11-20%,472,9,2025-02-11,2025-02-19
10,Flash Sale,1-10%,3790,64,2024-09-15,2024-10-04
4,New User,11-20%,3514,55,2025-02-11,2025-02-19
9,Referral,1-10%,1209,14,2024-03-15,2024-03-29
8,Festival,0%,4661,29,2025-03-28,2025-04-14
6,Category Push,11-20%,500,9,2025-07-18,2025-08-01
4,New User,11-20%,3794,66,2025-02-11,2025-02-19
4,New User,1-10%,249,5,2025-02-11,2025-02-19
12,Flash Sale,0%,2139,14,2025-06-25,2025-07-04
2,Referral,21-30%,744,19,2024-09-10,2024-09-26
6,Category Push,0%,3384,38,2025-07-18,2025-08-01
7,Payday,31-50%,4369,106,2025-03-13,2025-03-31
7,Payday,1-10%,1327,21,2025-03-13,2025-03-31
8,Festival,1-10%,4477,72,2025-03-28,2025-04-14
4,New User,1-10%,2907,34,2025-02-11,2025-02-19
11,Payday,21-30%,80,2,2024-08-02,2024-08-16
3,New User,11-20%,3390,59,2025-05-12,2025-05-25
6,Category Push,1-10%,571,8,2025-07-18,2025-08-01
4,New User,0%,4787,59,2025-02-11,2025-02-19
8,Festival,21-30%,3436,73,2025-03-28,2025-04-14
10,Flash Sale,1-10%,1478,23,2024-09-15,2024-10-04
4,New User,11-20%,3609,78,2025-02-11,2025-02-19
8,Festival,21-30%,4889,90,2025-03-28,2025-04-14
11,Payday,1-10%,1367,27,2024-08-02,2024-08-16
4,New User,11-20%,858,10,2025-02-11,2025-02-19
12,Flash Sale,1-10%,678,11,2025-06-25,2025-07-04
5,Festival,1-10%,825,7,2024-02-24,2024-03-05
2,Referral,11-20%,1520,21,2024-09-10,2024-09-26
2,Referral,1-10%,2869,26,2024-09-10,2024-09-26
1,Clearance,1-10%,876,10,2025-03-28,2025-04-05
8,Festival,0%,1117,7,2025-03-28,2025-04-14
7,Payday,11-20%,4502,99,2025-03-13,2025-03-31
2,Referral,1-10%,1502,23,2024-09-10,2024-09-26
11,Payday,0%,2562,25,2024-08-02,2024-08-16
4,New User,11-20%,3848,63,2025-02-11,2025-02-19
12,Flash Sale,0%,4283,26,2025-06-25,2025-07-04
9,Referral,11-20%,4579,100,2024-03-15,2024-03-29
12,Flash Sale,0%,2123,21,2025-06-25,2025-07-04
3,New User,21-30%,997,20,2025-05-12,2025-05-25
12,Flash Sale,0%,2846,26,2025-06-25,2025-07-04
6,Category Push,1-10%,3980,65,2025-07-18,2025-08-01
5,Festival,1-10%,2994,35,2024-02-24,2024-03-05
3,New User,1-10%,1620,27,2025-05-12,2025-05-25
7,Payday,21-30%,4903,110,2025-03-13,2025-03-31
5,Festival,21-30%,2198,46,2024-02-24,2024-03-05
12,Flash Sale,1-10%,1955,33,2025-06-25,2025-07-04
12,Flash Sale,1-10%,4608,70,2025-06-25,2025-07-04
6,Category Push,1-10%,3184,46,2025-07-18,2025-08-01
3,New User,11-20%,74,3,2025-05-12,2025-05-25
8,Festival,1-10%,92,0,2025-03-28,2025-04-14
2,Referral,1-10%,1424,22,2024-09-10,2024-09-26
1,Clearance,11-20%,2994,56,2025-03-28,2025-04-05
6,Category Push,21-30%,4972,87,2025-07-18,2025-08-01
2,Referral,11-20%,1313,14,2024-09-10,2024-09-26
3,New User,21-30%,1541,36,2025-05-12,2025-05-25
7,Payday,11-20%,2025,56,2025-03-13,2025-03-31
2,Referral,0%,2293,24,2024-09-10,2024-09-26
4,New User,1-10%,1053,20,2025-02-11,2025-02-19
7,Payday,0%,3052,32,2025-03-13,2025-03-31
2,Referral,0%,3620,49,2024-09-10,2024-09-26
1,Clearance,1-10%,3617,54,2025-03-28,2025-04-05
3,New User,0%,3970,30,2025-05-12,2025-05-25
9,Referral,0%,1941,11,2024-03-15,2024-03-29
6,Category Push,0%,1280,3,2025-07-18,2025-08-01
1,Clearance,0%,1037,16,2025-03-28,2025-04-05
1,Clearance,21-30%,2990,63,2025-03-28,2025-04-05
4,New User,1-10%,3692,69,2025-02-11,2025-02-19
1,Clearance,0%,1007,5,2025-03-28,2025-04-05
3,New User,21-30%,1579,38,2025-05-12,2025-05-25
6,Category Push,0%,1740,13,2025-07-18,2025-08-01
4,New User,11-20%,2292,65,2025-02-11,2025-02-19
3,New User,11-20%,943,9,2025-05-12,2025-05-25
8,Festival,0%,2140,19,2025-03-28,2025-04-14
3,New User,11-20%,3949,75,2025-05-12,2025-05-25
1,Clearance,31-50%,443,8,2025-03-28,2025-04-05
2,Referral,1-10%,4109,60,2024-09-10,2024-09-26
5,Festival,1-10%,3775,67,2024-02-24,2024-03-05
8,Festival,1-10%,3292,23,2025-03-28,2025-04-14
7,Payday,21-30%,518,6,2025-03-13,2025-03-31
3,New User,11-20%,4120,68,2025-05-12,2025-05-25
3,New User,0%,137,2,2025-05-12,2025-05-25
10,Flash Sale,0%,1961,16,2024-09-15,2024-10-04
2,Referral,1-10%,2837,64,2024-09-10,2024-09-26
2,Referral,1-10%,2564,40,2024-09-10,2024-09-26
11,Payday,11-20%,4254,93,2024-08-02,2024-08-16
2,Referral,11-20%,4372,74,2024-09-10,2024-09-26
11,Payday,11-20%,1367,17,2024-08-02,2024-08-16
4,New User,1-10%,500,7,2025-02-11,2025-02-19
9,Referral,1-10%,365,5,2024-03-15,2024-03-29
2,Referral,1-10%,523,9,2024-09-10,2024-09-26
5,Festival,11-20%,4772,100,2024-02-24,2024-03-05
5,Festival,0%,3826,29,2024-02-24,2024-03-05
2,Referral,21-30%,3585,76,2024-09-10,2024-09-26
11,Payday,21-30%,4526,113,2024-08-02,2024-08-16
9,Referral,1-10%,124,1,2024-03-15,2024-03-29
5,Festival,11-20%,3985,71,2024-02-24,2024-03-05
4,New User,11-20%,2868,66,2025-02-11,2025-02-19
6,Category Push,0%,822,12,2025-07-18,2025-08-01
10,Flash Sale,1-10%,3128,56,2024-09-15,2024-10-04
8,Festival,0%,2888,16,2025-03-28,2025-04-14
3,New User,31-50%,2197,64,2025-05-12,2025-05-25
12,Flash Sale,21-30%,3573,103,2025-06-25,2025-07-04
9,Referral,31-50%,3029,81,2024-03-15,2024-03-29
2,Referral,0%,4892,37,2024-09-10,2024-09-26
5,Festival,11-20%,2882,83,2024-02-24,2024-03-05
4,New User,11-20%,2970,50,2025-02-11,2025-02-19
7,Payday,0%,3955,37,2025-03-13,2025-03-31
4,New User,1-10%,4126,56,2025-02-11,2025-02-19
12,Flash Sale,1-10%,3128,54,2025-06-25,2025-07-04
4,New User,11-20%,885,15,2025-02-11,2025-02-19
5,Festival,21-30%,385,5,2024-02-24,2024-03-05
8,Festival,11-20%,2158,38,2025-03-28,2025-04-14
6,Category Push,1-10%,3957,60,2025-07-18,2025-08-01
10,Flash Sale,1-10%,3826,54,2024-09-15,2024-10-04
3,New User,11-20%,144,4,2025-05-12,2025-05-25
8,Festival,1-10%,1613,25,2025-03-28,2025-04-14
12,Flash Sale,31-50%,279,6,2025-06-25,2025-07-04
9,Referral,21-30%,4400,74,2024-03-15,2024-03-29
6,Category Push,11-20%,1211,22,2025-07-18,2025-08-01
1,Clearance,0%,1709,20,2025-03-28,2025-04-05
8,Festival,1-10%,4136,72,2025-03-28,2025-04-14
2,Referral,1-10%,4484,65,2024-09-10,2024-09-26
12,Flash Sale,1-10%,3095,40,2025-06-25,2025-07-04
11,Payday,21-30%,4056,97,2024-08-02,2024-08-16
1,Clearance,11-20%,2339,59,2025-03-28,2025-04-05
11,Payday,0%,995,9,2024-08-02,2024-08-16
6,Category Push,0%,619,5,2025-07-18,2025-08-01
4,New User,1-10%,2352,45,2025-02-11,2025-02-19
12,Flash Sale,0%,4036,51,2025-06-25,2025-07-04
4,New User,11-20%,4274,86,2025-02-11,2025-02-19
10,Flash Sale,1-10%,2231,31,2024-09-15,2024-10-04
9,Referral,11-20%,3449,78,2024-03-15,2024-03-29
4,New User,0%,869,7,2025-02-11,2025-02-19
12,Flash Sale,1-10%,3939,64,2025-06-25,2025-07-04
1,Clearance,11-20%,4209,73,2025-03-28,2025-04-05
3,New User,1-10%,2299,50,2025-05-12,2025-05-25
5,Festival,1-10%,703,11,2024-02-24,2024-03-05
2,Referral,1-10%,2245,33,2024-09-10,2024-09-26
6,Category Push,21-30%,2487,82,2025-07-18,2025-08-01
1,Clearance,11-20%,4208,98,2025-03-28,2025-04-05
3,New User,0%,2139,28,2025-05-12,2025-05-25
11,Payday,0%,3087,23,2024-08-02,2024-08-16
10,Flash Sale,21-30%,4451,107,2024-09-15,2024-10-04
8,Festival,21-30%,4646,134,2025-03-28,2025-04-14
5,Festival,31-50%,2446,60,2024-02-24,2024-03-05
12,Flash Sale,11-20%,768,13,2025-06-25,2025-07-04
1,Clearance,11-20%,4988,118,2025-03-28,2025-04-05
3,New User,21-30%,1122,32,2025-05-12,2025-05-25
2,Referral,1-10%,1753,27,2024-09-10,2024-09-26
1,Clearance,11-20%,4758,119,2025-03-28,2025-04-05
9,Referral,1-10%,481,9,2024-03-15,2024-03-29
6,Category Push,1-10%,829,14,2025-07-18,2025-08-01
5,Festival,21-30%,1896,20,2024-02-24,2024-03-05
1,Clearance,1-10%,2651,31,2025-03-28,2025-04-05
11,Payday,11-20%,1184,19,2024-08-02,2024-08-16
7,Payday,1-10%,4188,53,2025-03-13,2025-03-31
8,Festival,1-10%,1013,8,2025-03-28,2025-04-14
11,Payday,11-20%,631,6,2024-08-02,2024-08-16
6,Category Push,0%,1788,21,2025-07-18,2025-08-01
10,Flash Sale,11-20%,3054,69,2024-09-15,2024-10-04
8,Festival,0%,1915,17,2025-03-28,2025-04-14
9,Referral,11-20%,3812,82,2024-03-15,2024-03-29
2,Referral,21-30%,4347,121,2024-09-10,2024-09-26
2,Referral,11-20%,326,4,2024-09-10,2024-09-26
8,Festival,11-20%,3487,78,2025-03-28,2025-04-14
12,Flash Sale,1-10%,4577,76,2025-06-25,2025-07-04
3,New User,11-20%,4301,88,2025-05-12,2025-05-25
2,Referral,0%,2760,21,2024-09-10,2024-09-26
6,Category Push,1-10%,3485,51,2025-07-18,2025-08-01
2,Referral,11-20%,1040,14,2024-09-10,2024-09-26
2,Referral,1-10%,1760,20,2024-09-10,2024-09-26
3,New User,11-20%,4377,106,2025-05-12,2025-05-25
8,Festival,0%,4552,23,2025-03-28,2025-04-14
7,Payday,11-20%,119,4,2025-03-13,2025-03-31
3,New User,1-10%,732,9,2025-05-12,2025-05-25
1,Clearance,1-10%,1360,32,2025-03-28,2025-04-05
10,Flash Sale,1-10%,2227,35,2024-09-15,2024-10-04
9,Referral,1-10%,510,10,2024-03-15,2024-03-29
9,Referral,1-10%,3633,44,2024-03-15,2024-03-29
9,Referral,11-20%,277,2,2024-03-15,2024-03-29
6,Category Push,1-10%,2583,45,2025-07-18,2025-08-01
8,Festival,1-10%,2815,34,2025-03-28,2025-04-14
7,Payday,11-20%,3657,81,2025-03-13,2025-03-31
3,New User,21-30%,396,7,2025-05-12,2025-05-25
6,Category Push,0%,4855,44,2025-07-18,2025-08-01
1,Clearance,21-30%,4740,116,2025-03-28,2025-04-05
3,New User,0%,2564,28,2025-05-12,2025-05-25
8,Festival,1-10%,1255,29,2025-03-28,2025-04-14
1,Clearance,1-10%,1287,9,2025-03-28,2025-04-05
2,Referral,0%,3007,25,2024-09-10,2024-09-26
12,Flash Sale,0%,982,7,2025-06-25,2025-07-04
10,Flash Sale,1-10%,3287,40,2024-09-15,2024-10-04
2,Referral,11-20%,2679,48,2024-09-10,2024-09-26
7,Payday,1-10%,3958,48,2025-03-13,2025-03-31
9,Referral,21-30%,3279,85,2024-03-15,2024-03-29
11,Payday,1-10%,325,5,2024-08-02,2024-08-16
4,New User,21-30%,646,11,2025-02-11,2025-02-19
9,Referral,1-10%,4153,41,2024-03-15,2024-03-29
1,Clearance,0%,2793,22,2025-03-28,2025-04-05
12,Flash Sale,0%,1760,14,2025-06-25,2025-07-04
7,Payday,11-20%,1117,19,2025-03-13,2025-03-31
10,Flash Sale,1-10%,3749,68,2024-09-15,2024-10-04
10,Flash Sale,1-10%,1875,29,2024-09-15,2024-10-04
1,Clearance,11-20%,4017,66,2025-03-28,2025-04-05
4,New User,21-30%,2089,51,2025-02-11,2025-02-19
2,Referral,1-10%,1939,21,2024-09-10,2024-09-26
6,Category Push,11-20%,4524,91,2025-07-18,2025-08-01
1,Clearance,1-10%,2358,30,2025-03-28,2025-04-05
1,Clearance,11-20%,300,6,2025-03-28,2025-04-05
11,Payday,21-30%,2805,60,2024-08-02,2024-08-16
4,New User,0%,3859,41,2025-02-11,2025-02-19
1,Clearance,1-10%,880,20,2025-03-28,2025-04-05
1,Clearance,0%,4021,29,2025-03-28,2025-04-05
10,Flash Sale,1-10%,4697,56,2024-09-15,2024-10-04
9,Referral,0%,254,1,2024-03-15,2024-03-29
4,New User,11-20%,2189,49,2025-02-11,2025-02-19
1,Clearance,0%,3157,25,2025-03-28,2025-04-05
9,Referral,1-10%,2031,42,2024-03-15,2024-03-29
7,Payday,1-10%,4803,72,2025-03-13,2025-03-31
5,Festival,1-10%,3698,46,2024-02-24,2024-03-05
1,Clearance,11-20%,384,14,2025-03-28,2025-04-05
5,Festival,21-30%,1252,31,2024-02-24,2024-03-05
5,Festival,11-20%,4767,93,2024-02-24,2024-03-05
5,Festival,1-10%,3432,56,2024-02-24,2024-03-05
10,Flash Sale,21-30%,135,5,2024-09-15,2024-10-04
2,Referral,0%,4464,44,2024-09-10,2024-09-26
3,New User,11-20%,4945,90,2025-05-12,2025-05-25
12,Flash Sale,1-10%,1147,22,2025-06-25,2025-07-04
6,Category Push,1-10%,665,8,2025-07-18,2025-08-01
6,Category Push,0%,2768,18,2025-07-18,2025-08-01
10,Flash Sale,21-30%,3053,60,2024-09-15,2024-10-04
9,Referral,1-10%,502,8,2024-03-15,2024-03-29
1,Clearance,0%,3974,33,2025-03-28,2025-04-05
1,Clearance,1-10%,1471,22,2025-03-28,2025-04-05
5,Festival,11-20%,1874,35,2024-02-24,2024-03-05
4,New User,0%,4004,32,2025-02-11,2025-02-19
3,New User,0%,1209,7,2025-05-12,2025-05-25
1,Clearance,11-20%,4841,76,2025-03-28,2025-04-05
11,Payday,0%,1928,22,2024-08-02,2024-08-16
3,New User,21-30%,1461,36,2025-05-12,2025-05-25
6,Category Push,1-10%,4742,72,2025-07-18,2025-08-01
2,Referral,1-10%,1565,20,2024-09-10,2024-09-26
11,Payday,0%,4098,40,2024-08-02,2024-08-16
7,Payday,11-20%,4074,69,2025-03-13,2025-03-31
10,Flash Sale,1-10%,200,2,2024-09-15,2024-10-04
8,Festival,21-30%,3407,78,2025-03-28,2025-04-14
6,Category Push,0%,231,3,2025-07-18,2025-08-01
6,Category Push,1-10%,644,11,2025-07-18,2025-08-01
2,Referral,1-10%,3313,29,2024-09-10,2024-09-26
9,Referral,11-20%,895,15,2024-03-15,2024-03-29
12,Flash Sale,1-10%,2830,39,2025-06-25,2025-07-04
7,Payday,11-20%,4280,70,2025-03-13,2025-03-31
9,Referral,1-10%,3831,51,2024-03-15,2024-03-29
7,Payday,1-10%,3683,50,2025-03-13,2025-03-31
4,New User,0%,1181,11,2025-02-11,2025-02-19
1,Clearance,0%,3439,35,2025-03-28,2025-04-05
2,Referral,0%,2795,26,2024-09-10,2024-09-26
11,Payday,11-20%,126,5,2024-08-02,2024-08-16
5,Festival,1-10%,3539,63,2024-02-24,2024-03-05
10,Flash Sale,0%,1045,9,2024-09-15,2024-10-04
11,Payday,11-20%,4549,84,2024-08-02,2024-08-16
9,Referral,11-20%,4262,82,2024-03-15,2024-03-29
12,Flash Sale,11-20%,635,15,2025-06-25,2025-07-04
10,Flash Sale,11-20%,293,5,2024-09-15,2024-10-04
12,Flash Sale,21-30%,3345,60,2025-06-25,2025-07-04
5,Festival,0%,1825,14,2024-02-24,2024-03-05
8,Festival,0%,506,6,2025-03-28,2025-04-14
7,Payday,11-20%,236,7,2025-03-13,2025-03-31
9,Referral,0%,1498,11,2024-03-15,2024-03-29
6,Category Push,21-30%,3805,84,2025-07-18,2025-08-01
12,Flash Sale,1-10%,3637,49,2025-06-25,2025-07-04
3,New User,1-10%,979,18,2025-05-12,2025-05-25
3,New User,11-20%,149,3,2025-05-12,2025-05-25
4,New User,1-10%,89,2,2025-02-11,2025-02-19
4,New User,11-20%,1822,43,2025-02-11,2025-02-19
5,Festival,11-20%,234,4,2024-02-24,2024-03-05
11,Payday,11-20%,4956,93,2024-08-02,2024-08-16
10,Flash Sale,11-20%,1748,47,2024-09-15,2024-10-04
7,Payday,0%,3885,38,2025-03-13,2025-03-31
4,New User,0%,2266,13,2025-02-11,2025-02-19
11,Payday,1-10%,3927,63,2024-08-02,2024-08-16
6,Category Push,31-50%,1121,16,2025-07-18,2025-08-01
4,New User,1-10%,3416,60,2025-02-11,2025-02-19
6,Category Push,1-10%,2387,30,2025-07-18,2025-08-01
3,New User,0%,2775,25,2025-05-12,2025-05-25
11,Payday,1-10%,2934,38,2024-08-02,2024-08-16
8,Festival,11-20%,1302,26,2025-03-28,2025-04-14
6,Category Push,1-10%,3788,55,2025-07-18,2025-08-01
5,Festival,1-10%,1787,32,2024-02-24,2024-03-05
1,Clearance,31-50%,1485,31,2025-03-28,2025-04-05
5,Festival,1-10%,178,1,2024-02-24,2024-03-05
9,Referral,21-30%,1187,26,2024-03-15,2024-03-29
3,New User,11-20%,538,10,2025-05-12,2025-05-25
10,Flash Sale,0%,529,9,2024-09-15,2024-10-04
7,Payday,11-20%,538,10,2025-03-13,2025-03-31
6,Category Push,0%,2312,13,2025-07-18,2025-08-01
4,New User,0%,4942,50,2025-02-11,2025-02-19
7,Payday,1-10%,400,8,2025-03-13,2025-03-31
11,Payday,31-50%,3445,87,2024-08-02,2024-08-16
10,Flash Sale,11-20%,1228,26,2024-09-15,2024-10-04
1,Clearance,0%,2066,15,2025-03-28,2025-04-05
2,Referral,21-30%,192,6,2024-09-10,2024-09-26
2,Referral,1-10%,434,8,2024-09-10,2024-09-26
3,New User,11-20%,779,9,2025-05-12,2025-05-25
11,Payday,21-30%,1394,26,2024-08-02,2024-08-16
9,Referral,21-30%,2532,63,2024-03-15,2024-03-29
9,Referral,11-20%,854,19,2024-03-15,2024-03-29
12,Flash Sale,21-30%,2230,62,2025-06-25,2025-07-04
3,New User,1-10%,4830,78,2025-05-12,2025-05-25
10,Flash Sale,1-10%,4549,43,2024-09-15,2024-10-04
8,Festival,31-50%,4635,74,2025-03-28,2025-04-14
4,New User,1-10%,4668,76,2025-02-11,2025-02-19
9,Referral,11-20%,3100,70,2024-03-15,2024-03-29
